comment,username,nickname,likes,noOfRepliedComments,posted_date,extracted_date,video_link,video_likes,video_comments,video_shared,video_posted_date,video_views,video_image_link,sentiment,video_caption
Terbaik,@christopherrai2,😘Rai J😘 ,0,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,positive,test
Terbaik,@user94752580800828,user94752580800828 ,1,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,positive,test
Alhamdulillah syukur DSAI PM ku,@curiosity69_05,Faruza Zainal ,12,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,negative,test
org pendidikan dan org kurang pendidikan ada beza..terbaik nurul izzah,@kaw007kaw007,sound007 ,0,0,"Monday, 6 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,positive,test
"😂😂😂😂😂😂😂😂😂 ak nk tumpg suka je,,,",@rohaimie86,Mie30 ,0,0,"Monday, 6 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,negative,test
pntaksub di mna2😂😂😂,@zarulizwan90,zarulizwan90 ,0,0,"Monday, 6 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,neutral,test
"terbaik,yg penting x de ketirisan dlm projek kerajaan.X de la lg menteri yg lupa dh luluskn projek direct nego",@ayiefoxx,foxx ,0,0,"Monday, 6 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,negative,test
Nasib x ambik lim guan eng muflis negara 😁,@jommakan6,Ayam goreng ,0,0,"Monday, 6 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,negative,test
"ilmu dia yg kita mahukan .. yg lain bukan tak bgus, tpi kureng la",@akmalll05,BOSSSKU ✔ ,0,0,"Monday, 6 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,positive,test
"akhirnya,project akn pergi pd kroni2nya shj😂",@wieyana23,Pakcikwie ,0,0,"Monday, 6 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,positive,test
bagus la tu..terbaik kerjaan Perpaduan..jalan terusss..Sabah serawakk dh jd kubu kuat..biar PN mati berangan.,@barrio_19,Barrio_19 ,0,0,"Monday, 6 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,positive,test
seram ngn kabinet skrg😏,@hanna_maskam,Stokis Toyyib JB & Kulai ,0,0,"Monday, 6 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,positive,test
anak beranak,@user3531908436372,user3531908436372 ,0,0,"Monday, 6 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,neutral,test
😂,@user696617305847,user696617305847 ,0,0,"Monday, 6 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,negative,test
walaun dan cai koyak kwr? 😂,@oopek22,oopek ,0,0,"Monday, 6 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,positive,test
👍 👍 👍,@saharudinzakaria28gmail,Saharuddin ,0,0,"Monday, 6 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,negative,test
MMG perlu yg blih d percayai memerhatikan .jbatan2 yg pnting..jgn d salah guna kuasa..atau d kianati seperti seblum ini..,@abdrahmanbinamit,abdrahmanbinamit ,0,0,"Monday, 6 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,neutral,test
sedap ler lou nnti...,@kamalmelaka,A ,0,0,"Monday, 6 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,negative,test
"aku sokong sangat""",@kuwandism,SIANG DAN MALAM ,0,0,"Monday, 6 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,negative,test
dia tak ambik gaji...tapi cuma duit jer,@rozimid,Rozimid ,0,0,"Monday, 6 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,positive,test
peluang bagi projek pd kronj?,@mohdfadzilmahfodh,mohdfadzilmahfo28 ,0,0,"Monday, 6 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,positive,test
😂😂😂😂😂😂😂😂😂😂😂😂😂,@aishahecah926,aishahecah926 ,0,0,"Monday, 6 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,negative,test
SOKONG NURUK IZZAH..🥰🥰🥰,@elissyasofea,🐰🐰🐰🐰 ,0,0,"Monday, 6 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,negative,test
memang anuar Tak nk Nurul izzah menang so boleh tolong dia Kat pejabat.. bijak tactic Anwar,@cracko69,dalam2sedap ,0,0,"Monday, 6 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,neutral,test
"kihkihkih ksian sepe yg mnang, kempunan,lpas ni bgi klah jer,mna tau untung batu tnggelam,untung sabut timbul",@suhaimi15573,suhaimi15573 ,0,0,"Monday, 6 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,neutral,test
Masuk. Lah banyak. Banyak. Nanti,@avinasshroy,Tik Toker ,0,0,"Monday, 6 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,negative,test
elok sgt tu...,@scha_asmara,scha_asmara ,0,0,"Monday, 6 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,negative,test
Terbaik 🥰🥰🥰🥰,@user3917368790379,user3917368790379 ,0,0,"Monday, 6 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,positive,test
"Rule of law Anwar adalah cakap lain buat lain
Nepotism & cronyism dah mula dah
MADANI - My anak & Bini
janji Anwar PM
Reformasi jadi reforbabibasi",@basgaranmunusamy,basgaran ,0,0,"Monday, 6 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,negative,test
padan muka Pak jaid😂😂,@mndanny31,danny ,0,0,"Monday, 6 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,negative,test
janji no more runding terus bagi anak bini,@mohdnoorpenang,Mohd Noor ,0,0,"Monday, 6 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,positive,test
"pm Anuar, menteri kewangan anuar,penasihat PM anak anuar...anuar,anuar,anuar...tak tahu nak cakap ape dah.",@nas_ku,nash ,0,0,"Monday, 6 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,negative,test
"😅😅😅😅😅 tunggu BN uturn tengok apa cerita,",@fendisabahan,fendisabahan ,0,0,"Sunday, 5 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,negative,test
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,@dinncdin,dinncdin ,0,0,"Sunday, 5 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,negative,test
haa tu baru betul.. jika tidak projek beso-beso boleh pada kuncu - kuncu pak menteri je..,@user1758066503057,norsham ,0,0,"Sunday, 5 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,neutral,test
saya sokong Anda8💯💯💯💯💯👈,@pakdin571,pakdin571 ,0,0,"Sunday, 5 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,neutral,test
kalau dulu tun m nk bg anak dia kuasa sekrg pm sendiri bg kuasa kt anak dia ....terbaek,@epl.vtech75,Epl Vtech ,0,0,"Sunday, 5 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,positive,test
Terbaiklah Nurul Izzah. Gunakan kuasa yang ada membenteras Salah guna kuasa yg sebelum Ini berleluasa. Sokong 100% Penasihat PM yang ini..👍👍👍👍,@burndjava,fgvabubakar ,0,0,"Sunday, 5 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,negative,test
terbaikk Nurul izzah,@zailanzakaria6,zailanzakaria6 ,0,0,"Saturday, 4 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,negative,test
😂😂😂😂😂😂😂,@king_alang,KING ,0,0,"Friday, 3 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,negative,test
sebb jnda kn.. mmg lh msing2 angkat.. kn jnda didahulu kn😂😂,@nurhayati_7852,nurhayati_7852 ,0,0,"Friday, 3 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,negative,test
lepas tu projek baginkat kroni😂😂😂,@bourne722,bourne722 ,0,0,"Friday, 3 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,negative,test
Hari2 kari2,@ryzal777,ryzz@l ,0,0,"Friday, 3 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,positive,test
hancur PH,@user4619385343258,user4619385343258 ,0,0,"Friday, 3 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,negative,test
😂😂😂😂 sijil apa lentik panjang ni...😅😅😅😅,@mohdfuhadkhalidkh,Al walid ,0,0,"Friday, 3 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,neutral,test
"sesiapa suka negara dlm pntbirnya slogan KETIRISAN &RASUAH sila boikot NURUL,sesiapa rasa ngara prlu perbuhn tolak KORUPSI sila beri krja sama NURUL👌",@user4071099839302,user4071099839302 ,0,0,"Friday, 3 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,negative,test
sy cadangkn pecat semua menteri yg ada skrg dan lantik keluarga Anwar bg mengisi kekosongan jwtn menteri,@razalibinnorziman,razalibinnorziman ,0,0,"Friday, 3 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,negative,test
terbaik pmx,@tompulangoi,Tompulangoi ,1,0,"Friday, 3 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,positive,test
terbaikkk...mcm ni yg rakyat nak....mesti ada ketelusan....jgn mcm pm yg lepas2 bagi projek tanpa tender pada ak menantu dan kroni2...teruskan usaha,@sumbuktubok,#sumbuktubok# ,1,0,"Friday, 3 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,negative,test
kena saman nnt.. up kn tin Milo yaa...😅😅😅😅😅😅😅😅😅,@user3309295600396,user3309295600396 ,0,0,"Friday, 3 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,positive,test
udang sebalik mee,@user5352543134009,ahmadwahid ,0,0,"Friday, 3 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,neutral,test
terbaik nurul izzah......,@lokhaw,Aman7667 ,1,0,"Thursday, 2 February, 2023",7/2/2023,https://www.tiktok.com/@sara.bakri2/video/7195055045472226586,3312,865,334,"Wednesday, 1 February, 2023",236.4K,https://p16-sign-va.tiktokcdn.com/obj/tos-useast2a-p-0037-aiso/o4oZH40ZArdWAQ7HPzgWDX4AJeNz8e2eExBkPe?x-expires=1675767600&x-signature=gBviABI7JOzX4o%2BX9c%2FaLjXIfgw%3D,positive,test
